ticker,event_type,catalyst_date,days_to_event,approximate,approx_token,filingDate,confidence,date_source,doc_url,context,catalyst_window_end,catalyst_window_start,first_seen_utc,last_seen_utc,mention_date,catalyst_score,trend_score,velocity_6h,accel_6h,mentions_6h,mentions_prev6h,mentions_24h,mentions_7d,top_intents_24h,sources_24h,best_source,best_title,best_url,score,bucket,doc_type,why
BBIO,TOPLINE,2026-02-15,16.0,1.0,Q1 2026,2026-01-12,0.7000000000000001,filing_txt:EX-99.1,https://www.sec.gov/Archives/edgar/data/1743881/0001140361-26-000971.txt,"he first-choice therapy for newly diagnosed ATTR-CM patients with 6,629 unique patient prescriptions written by 1,632 prescribers as of December 31, 2025, driven by differentiated clinical data and growing real-world confidence - New TTR amlyoid depleter antibody program announced to explore the potential of ATTR-CM disease reversal; program expected to advance into the clinic between 2027 – 2028 -  The interim analysis from FORTIFY, BridgeBio’s Phase 3 study of LGMD2I/R9, demon",2026-02-15,2026-02-15,,,,14.882352941176471,0.0,,,,,0.0,0.0,,,,,,10.41764705882353,CALENDAR,,
AKBA,TOPLINE,2026-02-15,16.0,1.0,Q1 2026,2026-01-12,0.7000000000000001,filing_txt:EX-99.1,https://www.sec.gov/Archives/edgar/data/1517022/0001517022-26-000003.txt,"1; said John P. Butler, Chief Executive Officer of Akebia. “We continue to generate post-marketing Vafseo clinical data that will support our goal to make Vafseo standard of care to treat anemia due to chronic kidney disease (CKD) in dialysis. In parallel, we are aggressively progressing our pipeline, including our recently announced rare kidney disease programs, where we will leverage our scientific leadership in nephrology with an aim to help patients in need of new therapies.",2026-02-15,2026-02-15,,,,14.882352941176471,0.0,,,,,0.0,0.0,,,,,,10.41764705882353,CALENDAR,,
TOVX,TOPLINE,2026-02-15,16.0,1.0,Q1 2026,2026-01-12,0.7000000000000001,filing_txt:EX-99.1,https://www.sec.gov/Archives/edgar/data/894158/0001104659-26-002750.txt,"using CT scan evaluations by sites. Data are for the Full Analysis Set (FAS) which comprises patients who received at least 1 dose of gemcitabine/nab - paclitaxel (SoC) chemotherapy in each arm. CR complete response, PR partial response. Patients who had a Partial or Complete Response¹ HR (95% CI) Median (95% CI) Ref. 5.4 (2.0 - 6.8) SoC 0.22 (0.08 - 0.62) 11.2 (7.4 - NE) VCN - 01+SoC Logrank P - value: 0.0035 + Censor SoC 11 events VCN - 01 + SoC 7 events Subgroup (2 Doses VCN - 01) ²",2026-02-15,2026-02-15,,,,14.882352941176471,0.0,,,,,0.0,0.0,,,,,,10.41764705882353,CALENDAR,,
MBX,TOPLINE,2026-02-15,16.0,1.0,Q1 2026,2026-01-12,0.7000000000000001,filing_txt:EX-99.1,https://www.sec.gov/Archives/edgar/data/1776111/0001193125-26-009642.txt,"eptide therapies for the treatment of endocrine and metabolic disorders, today announced it will provide an update on its clinical programs, expanding obesity pipeline, and outlook for 2026 during the Company’s presentation at the 44 th Annual J.P. Morgan Healthcare Conference in San Francisco on Tuesday, January 13, 2026, at 3:45 pm PT (6:45 pm ET). The live webcast can be accessed in the events section of the MBX Biosciences website at https://investors.mbxbio.com/news-events/events . &",2026-02-15,2026-02-15,,,,14.882352941176471,0.0,,,,,0.0,0.0,,,,,,10.41764705882353,CALENDAR,,
TBPH,TOPLINE,2026-02-15,16.0,1.0,Q1 2026,2026-01-12,0.7000000000000001,filing_txt:EX-99.1,https://www.sec.gov/Archives/edgar/data/1583107/0001104659-26-002726.txt,"es Strong Financial Position and Cash - Generating YUPELRI ® Set the Foundation for Near - Term Ampreloxetine Phase 3 Catalyst FDA, U.S. Food and Drug Administration; MSA, multiple system atrophy ; nOH, neurogenic orthostatic hypotension. 1. Cash balance of $332.7M as of 9/30/25; cash flow guidance excludes potential one - time milestones (and associated taxes). 2. P ayments from Royalty Pharma (RP) will be triggered if RP receives certain minimum royalty payments from GSK based on TRELEGY",2026-02-15,2026-02-15,,,,14.882352941176471,0.0,,,,,0.0,0.0,,,,,,10.41764705882353,CALENDAR,,
AGIO,TOPLINE,2026-02-15,16.0,1.0,Q1 2026,2026-01-12,0.7000000000000001,filing_txt:EX-99.1,https://www.sec.gov/Archives/edgar/data/1439222/0001439222-26-000018.txt,"operational efficiency to support our long-term sustainability. With strong momentum and a clear roadmap, Agios enters the year positioned to deliver transformative innovation and meaningful impact for patients living with rare diseases,” Mr. Goff added. Anticipated 2026 Milestones Thalassemia - In December 2025, the U.S. Food and Drug Administration (FDA) approved AQVESME for the treatment of anemia in adults with alpha- or beta-thalassemia. AQVESME is the only FDA-approved medicine for a",2026-02-15,2026-02-15,,,,14.882352941176471,0.0,,,,,0.0,0.0,,,,,,10.41764705882353,CALENDAR,,
ABOS,TOPLINE,2026-02-15,16.0,1.0,early 2026,2026-01-12,0.7000000000000001,filing_txt:EX-99.1,https://www.sec.gov/Archives/edgar/data/1576885/0001628280-26-001774.txt,"acumen_ncxcorporatexdeck Corporate Presentation January 2026 1   Forward-Looking Statements 2 This presentation contains forward-looking statements within the meaning of The Private Securities Litigation Reform Act of 1995. Any statement describing Acumen’s goals, expectations, financial or other projections, intentions or beliefs is a forward-looking statement and should be considered an at-risk statement. Words such as “believes,” “expects,” “anticipate",2026-02-15,2026-02-15,,,,14.882352941176471,0.0,,,,,0.0,0.0,,,,,,10.41764705882353,CALENDAR,,
DAWN,TOPLINE,2026-02-15,16.0,1.0,Q1 2026,2026-01-12,0.7000000000000001,filing_txt:EX-99.1,https://www.sec.gov/Archives/edgar/data/1845337/0001193125-26-009834.txt,"EX-99.1 Exhibit 99.1   Day One Announces Preliminary 2025 OJEMDA ™ Net Product Revenue And Provides 2026 Net Product Revenue Guidance Preliminary 2025 net product revenue of $155.4 million, representing 172% year-over-year growth; OJEMDA 2026 U.S. net product revenue projected to be $225—$250 million Company to present on corporate progress and priorities for 2026 during J.P. Morgan Healthcare Conference, January 12th at 5:15 pm PT (8:15 pm ET) BRISBANE, Calif., JANUARY",2026-02-15,2026-02-15,,,,14.882352941176471,0.0,,,,,0.0,0.0,,,,,,10.41764705882353,CALENDAR,,
PTCT,TOPLINE,2026-12-31,335.0,0.0,,2026-01-12,0.7000000000000001,filing_txt:EX-99.1,https://www.sec.gov/Archives/edgar/data/1070081/0001104659-26-002799.txt,"Exhibit 99.1 PTC Therapeutics Provides Update at J.P. Morgan Annual Healthcare Conference – Strong Sephience™ (sepiapterin) launch continues with unaudited Q4 global revenue of $92.5M – – Unaudited 2025 total product and royalty revenue of approximately $823M, exceeding guidance – – 2026 product revenue guidance of $700–800M, representing 19–36% year-over-year growth – – Strong cash position of approximately $1.94B as of December 31 ",2026-12-31,2026-12-31,,,,14.29761904761905,0.0,,,,,0.0,0.0,,,,,,10.008333333333335,CALENDAR,,
KALA,TOPLINE,2026-07-20,171.0,0.0,,2026-01-23,0.65,filing_txt:8-K,https://www.sec.gov/Archives/edgar/data/1479419/0001829126-26-000502.txt,"false 0001479419 0001479419 2026-01-20 2026-01-20 iso4217:USD xbrli:shares iso4217:USD xbrli:shares       UNITED STATES SECURITIES AND EXCHANGE COMMISSION WASHINGTON, D.C. 20549       FORM 8-K       CURRENT REPORT Pursuant to Section 13 or 15(d) of the Securities Exchange Act of 1934   Date of Report (Date of earliest event reported): January 20, 2026       KALA BIO, Inc. (Exact Name of Registrant as Specified in its Charter)",2026-07-20,2026-07-20,2026-01-27T06:12:38.655362+00:00,2026-01-30T10:09:42.994586+00:00,,13.581395348837209,0.0,,,,,0.0,0.0,,,,,,9.506976744186046,CALENDAR,,
MIRM,NDA_BLA_SUBMISSION,2026-04-01,61.0,1.0,H1 2026,2026-01-12,0.75,filing_txt:EX-99.1,https://www.sec.gov/Archives/edgar/data/1759425/0001759425-26-000004.txt,"Document Exhibit 99.1 Mirum Pharmaceuticals Announces Preliminary Unaudited 2025 Results, Demonstrating Strong Commercial Growth and Pipeline Momentum – 2025 net product sales of approximately $520 million (preliminary and unaudited) exceed upper end of guidance – 2026 expected global net product sales of $630 million to $650 million – Volixibat VISTAS study in primary sclerosing cholangitis (PSC) topline data expected Q2 2026 – LIVMARLI ® EXPAND study in additional",2026-04-01,2026-04-01,,,,11.612903225806452,0.0,,,,,0.0,0.0,,,,,,8.129032258064516,CALENDAR,,
DTIL,TOPLINE,2026-05-15,105.0,1.0,Q2 2026,2026-01-13,0.7000000000000001,filing_txt:EX-99.1,https://www.sec.gov/Archives/edgar/data/1357874/0001628280-26-001955.txt,"8220;plan,” “possible,” “potential,” “predict,” “project,” “pursue,” “should,” “strive,” “suggest,” “target,” “will,” “would,” or the negative thereof and similar words and expressions. Forward-looking statements are based on management’s current expectations, beliefs, and assumptions and on information currently available to us. These statements are nei",2026-05-15,2026-05-15,2026-01-27T06:12:38.655362+00:00,2026-01-27T20:17:14.422398+00:00,,9.943396226415096,0.0,,,,,0.0,0.0,,,,,,6.960377358490567,CALENDAR,,
TCRX,TOPLINE,2026-05-15,105.0,1.0,Q2 2026,2026-01-12,0.7000000000000001,filing_txt:EX-99.1,https://www.sec.gov/Archives/edgar/data/1783328/0001193125-26-009771.txt,"nfusions of TSC-101 per DL3 2nd infusion was delayed by 36 days due to treatment of aGvHD At time of relapse, received 370 M cells without lymphodepletion or additional chemotherapy No evidence of disease at next evaluation and remained in complete remission for 5 months Days post 1st infusion Infusion #2 Infusion #1 Infusion #3 Recipient chimerism measured in CD33 compartment; Sept 19, 2025 data cut; Al-Malki et al, abstract ID 2391, presented at ASH Annual Meeting December 2025 Relapse Complet",2026-05-15,2026-05-15,,,,9.943396226415096,0.0,,,,,0.0,0.0,,,,,,6.960377358490567,CALENDAR,,
DYN,TOPLINE,2026-05-15,105.0,1.0,Q2 2026,2026-01-12,0.7000000000000001,filing_txt:EX-99.1,https://www.sec.gov/Archives/edgar/data/1818794/0001193125-26-009782.txt,"and in subsequent filings Dyne may make with the SEC. In addition, the forward-looking statements included in this presentation represent Dyne’s views as of the date of this presentation. Dyne anticipates that subsequent events and developments will cause its views to change. However, while Dyne may elect to update these forward-looking statements at some point in the future, it specifically disclaims any obligation to do so. These forward-looking statements should not be relied upon as",2026-05-15,2026-05-15,,,,9.943396226415096,0.0,,,,,0.0,0.0,,,,,,6.960377358490567,CALENDAR,,
AVTX,TOPLINE,2026-05-15,105.0,1.0,Q2 2026,2026-01-12,0.7000000000000001,filing_txt:EX-99.1,https://www.sec.gov/Archives/edgar/data/1534120/0001534120-26-000003.txt,"or any change in events, conditions or circumstances on which any statement is based. 2   Avalo Therapeutics: Advancing the Next-Generation of IL-1β Inhibition for Immune-Mediated Inflammatory Diseases 3 IL, interleukin; IND, investigational new drug application; mAb, monoclonal antibody; MOA, mechanism of action. 1. Vossen ARJV, et al. J Invest Dermatol. 2020;140(7):1463-1466.e2; 2. Kelly G, et al. Br J Dermatol. 2015;173(6):1431-1439; 3. Kimball AB, et al. Presented at: American Acad",2026-05-15,2026-05-15,,,,9.943396226415096,0.0,,,,,0.0,0.0,,,,,,6.960377358490567,CALENDAR,,
STOK,NDA_BLA_SUBMISSION,2026-05-15,105.0,1.0,Q2 2026,2026-01-12,0.7,filing_txt:EX-99.1,https://www.sec.gov/Archives/edgar/data/1623526/0001193125-26-009781.txt,"EX-99.1 Exhibit 99.1 Stoke Therapeutics Announces Updates to Timelines for the Completion of Enrollment and a Phase 3 Data Readout from the EMPEROR Study of Zorevunersen for the Treatment of Dravet Syndrome — Company now expects to complete enrollment of 150 patients in Q2 2026, with a Phase 3 data readout in mid-2027; Rolling NDA submission planned to initiate in first half 2027— — Discussions with FDA ongoing following recent multidisciplinary meeting; Company continues to ex",2026-05-15,2026-05-15,,,,9.943396226415095,0.0,,,,,0.0,0.0,,,,,,6.9603773584905655,CALENDAR,,
DFTX,TOPLINE,2026-06-15,136.0,1.0,Mid 2026,2026-01-12,0.7000000000000001,filing_txt:EX-99.1,https://www.sec.gov/Archives/edgar/data/1813814/0001193125-26-009854.txt,"f our science, advance care for patients, and continue delivering long-term value for our shareholders.” 2026 Anticipated Milestones & Events Definium is set to deliver some of the psychiatric field’s most important data in 2026, highlighting its progress and ambition to bring novel, scalable therapies to patients underserved by today’s standard of care. The Company plans to advance DT120 1 ODT toward FDA submissions in the two largest psychiatric markets—generali",2026-06-15,2026-06-15,,,,9.729927007299272,0.0,,,,,0.0,0.0,,,,,,6.81094890510949,CALENDAR,,
OLMA,TOPLINE,2026-06-15,136.0,1.0,MID 2026,2026-01-12,0.7000000000000001,filing_txt:EX-99.1,https://www.sec.gov/Archives/edgar/data/1750284/0001193125-26-010507.txt,"ths Low Risk Adjuvant Moderate to High-Risk Adjuvant 1L 2L/3L 3L+ Current Standard of Care Duration of Therapy1 Line Emerging resistance mutations, AEs, and suboptimal drug exposure limit the utility of currently approved therapies in 1L MBC Palazestrant in combination with ribociclib has the potential to become the new standard of care in 1L ER+/HER2- MBC 1 Novartis full year earnings reports, 2018-2024. 2ESMO 2025 Poster. Data cutoff date: July 8, 2025. 3This analysis is based on the aggregati",2026-06-15,2026-06-15,,,,9.729927007299272,0.0,,,,,0.0,0.0,,,,,,6.81094890510949,CALENDAR,,
RGNX,CLINICAL_HOLD,,,,,2026-01-28,0.9,,https://www.sec.gov/Archives/edgar/data/1590877/0001193125-26-026139.txt,,,,,,,,,,,,,,,,,,,,6.7525151700572845,SEC_FRESH,EX-99.1,SEC CLINICAL_HOLD | conf=0.9 | age_d=2
SER,CLINICAL_HOLD,,,,,2026-01-28,0.9,,https://www.sec.gov/Archives/edgar/data/1708599/0001708599-26-000005.txt,,,,,,,,,,,,,,,,,,,,6.7525151700572845,SEC_FRESH,EX-99.1,SEC CLINICAL_HOLD | conf=0.9 | age_d=2
ABCL,TOPLINE,2026-08-15,197.0,1.0,Q3 2026,2026-01-14,0.7000000000000001,filing_txt:EX-99.1,https://www.sec.gov/Archives/edgar/data/1703057/0001703057-26-000003.txt,"first-in-class non-hormonal treatment for moderate-to-severe vasomotor symptoms (VMS) associated with menopause. The transition to Phase 2 follows an interim review of safety, tolerability, and pharmacodynamic data from healthy volunteers from the Phase 1 portion of the study. The Phase 2 portion is a multicenter, randomized, double-blind, placebo-controlled study designed to evaluate the efficacy of ABCL635 in reducing the frequency and severity of VMS in 80 postmenopausal women. “Advanc",2026-08-15,2026-08-15,2026-01-27T06:12:38.655362+00:00,2026-01-28T09:28:27.334795+00:00,,9.505050505050507,0.0,,,,,0.0,0.0,,,,,,6.6535353535353545,CALENDAR,,
AARD,TOPLINE,2026-08-15,197.0,1.0,Q3 2026,2026-01-12,0.7000000000000001,filing_txt:EX-99.1,https://www.sec.gov/Archives/edgar/data/1774857/0001193125-26-009862.txt,"ts, whether as a result of new information, future events or otherwise. Nothing contained within this presentation is or should be relied upon as a promise or representation as to the future.   Trade names, trademarks and service marks of other companies appearing in this presentation are the property of their respective owners. Solely for convenience, the trademarks and trade names referred to in this presentation appear without the ® and TM symbols, but those references are not inten",2026-08-15,2026-08-15,,,,9.505050505050507,0.0,,,,,0.0,0.0,,,,,,6.6535353535353545,CALENDAR,,
JAZZ,TOPLINE,2026-10-15,258.0,1.0,late 2026,2026-01-12,0.7000000000000001,filing_txt:EX-99.1,https://www.sec.gov/Archives/edgar/data/1232524/0001193125-26-009899.txt,"ial MOA Addresses in 1L GEA Opportunity Unmet Need January 2026 l 9 RESEARCH AND DEVELOPMENT Positive Phase 3 Data Support Zanidatamab as 1L HER2+ GEA Standard of Care ‘‘ The results of the HERIZON-GEA-01 study are practice-changing. In addition to the PFS and OS benefits, the remarkably long duration of response and consistent benefit across relevant subgroups, including PD-L1 positive and negative tumors, strongly suggest that zanidatamab plus chemotherapy, with or without tisleliz",2026-10-15,2026-10-15,,,,9.386100386100388,0.0,,,,,0.0,0.0,,,,,,6.570270270270271,CALENDAR,,
SABS,TOPLINE,2026-11-15,289.0,1.0,Q4 2026,2026-01-12,0.7000000000000001,filing_txt:EX-99.1,https://www.sec.gov/Archives/edgar/data/1833214/0001193125-26-010515.txt,"3 T1D (U.S. incidence of 64K) where the treatment landscape is expanding towards disease-modifying therapies along a clear regulatory pathway established by Tzield UNIQUE MULTI-SPECIFIC ANTIBODY PLATFORM WITH HIGH BARRIERS TO ENTRY First-ever, wholly-owned, discovered in-house platform capable of generating a diverse repertoire of multi-specific, targeted, fully human immunoglobulins (hIgG) This unique platform leverages a multi-level IP strategy with no biosimilar pathway creating high barrier",2026-11-15,2026-11-15,,,,9.344827586206899,0.0,,,,,0.0,0.0,,,,,,6.541379310344829,CALENDAR,,
TVRD,TOPLINE,2026-11-15,289.0,1.0,Q4 2026,2026-01-16,0.7000000000000001,filing_txt:EX-99.1,https://www.sec.gov/Archives/edgar/data/1346830/0001104659-26-004273.txt,on to have dual therapeutic effect on cancer cells – overcoming tumorigenesis and immune suppression Clinically meaningful activity in both monotherapy and combination therapy in areas of unmet need Topline results from ongoing Phase 2 REVERTLIVER CANCER trial expected in 1H:2026 STAT3 long recognized as prime target in oncology; >95% of patients with HCC have activated STAT3 in their tumors STAT3: Well-Established Biology Differentiated Approach Encouraging Clinical Activity Near-Term,2026-11-15,2026-11-15,2026-01-27T06:12:38.655362+00:00,2026-01-30T10:09:42.994586+00:00,,9.344827586206899,0.0,,,,,0.0,0.0,,,,,,6.541379310344829,CALENDAR,,
VIR,TOPLINE,2026-11-15,289.0,1.0,Q4 2026,2026-01-12,0.7000000000000001,filing_txt:EX-99.1,https://www.sec.gov/Archives/edgar/data/1706431/0001628280-26-001768.txt,"m PSMA-targeted PRO-XTEN ® dual-masked T-cell engager VIR-5500 in prostate cancer to be presented at the 2026 American Society of Clinical Oncology Genitourinary Cancers Symposium in February – Year-end 2025 cash and investments balance of approximately $781M 1 , with cash runway extended into Q4 2027 as a result of the Norgine licensing agreement and continued disciplined resource deployment SAN FRANCISCO, January 12, 2026 – Vir Biotechnology, Inc. (Nasdaq: VIR) today provi",2026-11-15,2026-11-15,,,,9.344827586206899,0.0,,,,,0.0,0.0,,,,,,6.541379310344829,CALENDAR,,
NTLA,CLINICAL_HOLD,,,,,2026-01-27,0.9,,https://www.sec.gov/Archives/edgar/data/1652130/0001193125-26-023387.txt,,,,,,,,,,,,,,,,,,,,6.1724785842635566,SEC_FRESH,EX-99.1,SEC CLINICAL_HOLD | conf=0.9 | age_d=3
ZURA,TOPLINE,2026-11-15,289.0,1.0,Q4 2026,2026-01-12,0.65,filing_txt:EX-99.1,https://www.sec.gov/Archives/edgar/data/1855644/0001104659-26-002688.txt,"viewed, verified, or endorsed by such parties. ©2026 Zura Bio Ltd. Zura Bio: Advancing a Differentiated Approach for Complex Immune Disorders Our lead program, tibulizumab, is the first and currently only in-class bispecific antibody inhibiting both the IL-17 and BAFF pathways Fusion of components from tabalumab, a BAFF-binding antibody, and an IL-17–binding single-chain variable fragment derived from ixekizumab (marketed as Taltz®, ~$3B in global 2024 sales, as reported) Potent",2026-11-15,2026-11-15,,,,8.344827586206897,0.0,,,,,0.0,0.0,,,,,,5.841379310344827,CALENDAR,,
CRDF,ADCOM,,,,,2026-01-27,0.75,,https://www.sec.gov/Archives/edgar/data/1213037/0001193125-26-024375.txt,,,,,,,,,,,,,,,,,,,,5.6152307258372005,SEC_FRESH,EX-99.1,SEC ADCOM | conf=0.75 | age_d=3
BCRX,CLINICAL_HOLD,,,,,2026-01-23,0.9,,https://www.sec.gov/Archives/edgar/data/882796/0001140361-26-002200.txt,,,,,,,,,,,,,,,,,,,,4.35,SEC_FRESH,EX-99.1,SEC CLINICAL_HOLD | conf=0.9 | age_d=7
QNCX,TOPLINE,,,,,2026-01-29,0.7000000000000001,,https://www.sec.gov/Archives/edgar/data/1662774/0001193125-26-029524.txt,,,,,,,,,,,,,,,,,,,,4.1323222906292365,SEC_FRESH,EX-99.1,SEC TOPLINE | conf=0.7 | age_d=1
